Target protein id,ACC,Sn,Sp,Precision,F1-score,AUC,MCC,Positive MSE,Positive R,Positive R P value,Positive sample count,target_protein_id,target_chembl_id,uniprot_id,target_pref_name,organism,target_class_l1,target_class_l2
tp0119,0.955,0.98,0.93,0.9333333333333332,0.9560975609756096,0.9979,0.9111396372656012,0.5176411030299612,0.7542307291230644,1.3200268041262122e-19,100,tp0119,CHEMBL3038482;CHEMBL2424506,P20831;P20831,DNA gyrase;DNA gyrase subunit A,Staphylococcus aureus;Staphylococcus aureus,Enzyme;Enzyme,Isomerase;Isomerase
tp0189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174796320661586,0.7539382085645387,1.3883855550528293e-19,100,tp0189,CHEMBL2189110,Q15910,Histone-lysine N-methyltransferase EZH2,Homo sapiens,Epigenetic regulator,Writer
tp0045,0.95,0.91,0.99,0.9891304347826086,0.9479166666666666,0.9737999999999998,0.9028938981432688,0.89929400644972,0.7534107344102544,1.52045031158311e-19,100,tp0045,CHEMBL4822,P56817,Beta-secretase 1,Homo sapiens,Enzyme,Protease
tp0169,0.98,1.0,0.96,0.9615384615384616,0.9803921568627452,0.9997,0.9607689228305228,0.7103527658889699,0.7531050590737219,1.6024905052491052e-19,100,tp0169,CHEMBL3559,P08842,Steryl-sulfatase,Homo sapiens,Enzyme,Hydrolase
tp0791,0.97,0.98,0.96,0.9607843137254902,0.9702970297029704,0.9977,0.9401880564188068,0.8998754107162911,0.7522719638962777,1.8485455334207064e-19,100,tp0791,CHEMBL2016,P00740,Coagulation factor IX,Homo sapiens,Enzyme,Protease
tp0890,0.9565217391304348,1.0,0.92,0.9130434782608696,0.9545454545454546,1.0,0.916515138991168,2.8981374420265773,0.7513357424610982,8.640677583208176e-05,21,tp0890,CHEMBL2045,P04746,Pancreatic alpha-amylase,Homo sapiens,Enzyme,Hydrolase
tp0466,0.995,0.99,1.0,1.0,0.9949748743718592,0.9998,0.9900495037128092,0.5292058474814695,0.7510774859748928,2.266456515709526e-19,100,tp0466,CHEMBL1949,P62937,Cyclophilin A,Homo sapiens,Enzyme,Isomerase
tp0002,0.995,0.99,1.0,1.0,0.9949748743718592,0.9992,0.9900495037128092,0.3505250609978109,0.7489251666761194,3.2627928293796243e-19,100,tp0002,CHEMBL1800,P34998,Corticotropin releasing factor receptor 1,Homo sapiens,Membrane receptor,Family B G protein-coupled receptor
tp0162,0.995,0.99,1.0,1.0,0.9949748743718592,0.9998,0.9900495037128092,0.8385949818351804,0.7481306008760791,3.7290939512608015e-19,100,tp0162,CHEMBL1966,Q02127,Dihydroorotate dehydrogenase,Homo sapiens,Enzyme,Oxidoreductase
tp0548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6778794305296841,0.7478769294393768,3.8911610250310253e-19,100,tp0548,CHEMBL5491,P30291,Serine/threonine-protein kinase WEE1,Homo sapiens,Enzyme,Kinase
tp0500,0.935,0.99,0.88,0.8918918918918919,0.9383886255924172,0.9952,0.875311753061199,0.5011517226226477,0.7477013374839161,4.0073326345495335e-19,100,tp0500,CHEMBL3023,Q9NRA0,Sphingosine kinase 2,Homo sapiens,Enzyme,
tp0660,0.985,0.97,1.0,1.0,0.9847715736040608,0.9928,0.9704367948586524,0.8673864431570437,0.7474578108672034,4.174045486677677e-19,100,tp0660,CHEMBL3922,P50579,Methionine aminopeptidase 2,Homo sapiens,Enzyme,Protease
tp0919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8385388094122551,0.7472490644158,4.32229860871035e-19,100,tp0919,CHEMBL2364165,Q89535,Fusion glycoprotein F0,Human respiratory syncytial virus,Surface antigen,
tp0062,0.99,0.99,0.99,0.99,0.99,0.9992,0.98,0.7374899837856204,0.7469218023450612,4.56507910723126e-19,100,tp0062,CHEMBL3242,O43570,Carbonic anhydrase XII,Homo sapiens,Enzyme,Lyase
tp0044,0.99,0.98,1.0,1.0,0.98989898989899,1.0,0.9801960588196068,0.8058273211252792,0.7466969216571935,4.739537602843674e-19,100,tp0044,CHEMBL286,P00797,Renin,Homo sapiens,Enzyme,Protease
tp0280,0.99,0.98,1.0,1.0,0.98989898989899,0.9996,0.9801960588196068,0.7039660876600631,0.7466859308718048,4.748228122708221e-19,100,tp0280,CHEMBL262;CHEMBL2095188,P49841;P49841,Glycogen synthase kinase-3 beta;Glycogen synthase kinase-3,Homo sapiens;Homo sapiens,Enzyme;Enzyme,Kinase;Kinase
tp0624,0.98,0.96,1.0,1.0,0.979591836734694,0.9999,0.9607689228305228,0.8374990008117273,0.7466283575377787,4.7940055939590855e-19,100,tp0624,CHEMBL3468,P55210,Caspase-7,Homo sapiens,Enzyme,Protease
tp0079,0.925,0.87,0.98,0.9775280898876404,0.9206349206349206,0.9849,0.8551896437954244,0.4928344895510988,0.7460862543355077,5.2466159578285e-19,100,tp0079,CHEMBL238,Q01959,Dopamine transporter,Homo sapiens,Transporter,Electrochemical transporter
tp0518,0.99,0.98,1.0,1.0,0.98989898989899,0.9998,0.9801960588196068,0.5316829962906341,0.744899899312692,6.386741023018332e-19,100,tp0518,CHEMBL1917,P30872,Somatostatin receptor 1,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0850,0.995,1.0,0.99,0.99009900990099,0.9950248756218906,1.0,0.9900495037128092,0.5606192995759661,0.7448619139683031,6.426964730969232e-19,100,tp0850,CHEMBL1615381,O00255,Menin,Homo sapiens,Unclassified protein,
tp0209,0.985,0.98,0.99,0.98989898989899,0.984924623115578,0.9996,0.9700485036378032,0.7702517040994715,0.7444337849486876,6.897696120186784e-19,100,tp0209,CHEMBL2147,P11309,Serine/threonine-protein kinase PIM1,Homo sapiens,Enzyme,Kinase
tp0529,0.995,0.99,1.0,1.0,0.9949748743718592,0.9997,0.9900495037128092,0.9550972877373216,0.7439506338354996,7.469204464798131e-19,100,tp0529,CHEMBL1945,P48039,Melatonin receptor 1A,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0620,0.915,0.96,0.87,0.8807339449541285,0.9186602870813396,0.9846,0.8333820599391434,0.4219862454238907,0.7437015132375325,7.781604536086516e-19,100,tp0620,CHEMBL1250375,Q9NPH5,NADPH oxidase 4,Homo sapiens,Enzyme,Oxidoreductase
tp0405,0.98,0.96,1.0,1.0,0.979591836734694,0.9986,0.9607689228305228,0.5628008682704853,0.7431311712627083,8.545389334125241e-19,100,tp0405,CHEMBL2563,Q9UQL6,Histone deacetylase 5,Homo sapiens,Epigenetic regulator,Eraser
tp0350,0.975,0.96,0.99,0.9896907216494846,0.9746192893401016,0.9901,0.9504277887790924,0.7377916276395962,0.7427241679232266,9.134480453607448e-19,100,tp0350,CHEMBL268,P43235,Cathepsin K,Homo sapiens,Enzyme,Protease
tp0913,0.99,1.0,0.98,0.9803921568627452,0.99009900990099,0.9995,0.9801960588196068,0.4307607222280354,0.7419005693201879,1.0449709571884121e-18,100,tp0913,CHEMBL5493,O15552,Free fatty acid receptor 2,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0275,0.99,0.98,1.0,1.0,0.98989898989899,1.0,0.9801960588196068,0.8030519553899964,0.7414258203325577,1.1289615059023673e-18,100,tp0275,CHEMBL4142;CHEMBL2095217,P21802;P21802,Fibroblast growth factor receptor 2;Fibroblast growth factor receptor,Homo sapiens;Homo sapiens,Enzyme;Enzyme,Kinase;Kinase
tp0864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8886299590446286,0.7411914243044908,1.1728135011714586e-18,100,tp0864,CHEMBL2778,Q12908,Ileal bile acid transporter,Homo sapiens,Transporter,Electrochemical transporter
tp0113,0.97,0.96,0.98,0.979591836734694,0.9696969696969696,0.9957,0.9401880564188068,0.4842712012530441,0.739532562843468,1.5340797754838773e-18,100,tp0113,CHEMBL3974,P25116,Proteinase-activated receptor 1,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0551,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6678159692032508,0.7391442144290994,1.6331326888294777e-18,100,tp0551,CHEMBL5407;CHEMBL3559682,Q86V86;Q86V86,Serine/threonine-protein kinase PIM3;Serine/threonine-protein kinase PIM,Homo sapiens;Homo sapiens,Enzyme;Enzyme,Kinase;Kinase
tp0300,0.97,0.98,0.96,0.9607843137254902,0.9702970297029704,0.992,0.9401880564188068,0.388296739795561,0.7384770595866127,1.817989587688476e-18,100,tp0300,CHEMBL2285,Q9UNA0,ADAMTS5,Homo sapiens,Enzyme,Protease
tp0233,0.99,0.98,1.0,1.0,0.98989898989899,0.9998,0.9801960588196068,0.8904084777812655,0.7379341317829784,1.983286599576168e-18,100,tp0233,CHEMBL4018,P49146,Neuropeptide Y receptor type 2,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0345,0.99,0.98,1.0,1.0,0.98989898989899,0.9977,0.9801960588196068,0.6405027833206783,0.7374171329887359,2.154209645143876e-18,100,tp0345,CHEMBL1952,P04818,Thymidylate synthase,Homo sapiens,Enzyme,Transferase
tp0123,0.995,0.99,1.0,1.0,0.9949748743718592,1.0,0.9900495037128092,0.6918588685418885,0.7358594659987708,2.760266673096756e-18,100,tp0123,CHEMBL299,P17252,Protein kinase C alpha,Homo sapiens,Enzyme,Kinase
tp0029,0.99,0.98,1.0,1.0,0.98989898989899,0.9992,0.9801960588196068,0.4759110510955009,0.7358379344688457,2.769707762168745e-18,100,tp0029,CHEMBL217,P14416,Dopamine D2 receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0390,0.97,0.94,1.0,1.0,0.9690721649484536,0.9958,0.9416965821485116,0.7733865908084807,0.7354393896489494,2.9502325275011347e-18,100,tp0390,CHEMBL301,P24941,Cyclin-dependent kinase 2,Homo sapiens,Enzyme,Kinase
tp0312,0.995,0.99,1.0,1.0,0.9949748743718592,1.0,0.9900495037128092,0.5124266889806944,0.7350961703264131,3.114815312350224e-18,100,tp0312,CHEMBL3785,Q8TDS4,Hydroxycarboxylic acid receptor 2,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0194,0.945,0.89,1.0,1.0,0.9417989417989416,0.9981,0.8954338623269738,0.5314691084334209,0.7346846861344931,3.3239116199561744e-18,100,tp0194,CHEMBL3474,P14555,Phospholipase A2 group IIA,Homo sapiens,Enzyme,Hydrolase
tp0732,0.975,0.97,0.98,0.9797979797979798,0.9748743718592964,0.9994,0.9500475035627968,0.4965613220124955,0.7343712716425796,3.4922595980670486e-18,100,tp0732,CHEMBL4550,P20292,5-lipoxygenase activating protein,Homo sapiens,Other cytosolic protein,
tp0651,0.99,1.0,0.98,0.9803921568627452,0.99009900990099,1.0,0.9801960588196068,0.4490001391300909,0.7343201402494401,3.520498928071672e-18,100,tp0651,CHEMBL3117,P35790,Choline kinase alpha,Homo sapiens,Enzyme,Transferase
tp0136,0.99,0.98,1.0,1.0,0.98989898989899,1.0,0.9801960588196068,0.6121465266262356,0.7339364943041042,3.739575180676138e-18,100,tp0136,CHEMBL4073,P09237,Matrix metalloproteinase 7,Homo sapiens,Enzyme,Protease
tp0124,0.985,0.99,0.98,0.9801980198019802,0.9850746268656716,0.9978,0.9700485036378032,0.6029240758767914,0.7330833952960187,4.275241103646133e-18,100,tp0124,CHEMBL2996,Q05655,Protein kinase C delta,Homo sapiens,Enzyme,Kinase
tp0210,0.985,0.98,0.99,0.98989898989899,0.984924623115578,0.999,0.9700485036378032,0.4762342774954049,0.7314367946610371,5.5277598142018e-18,100,tp0210,CHEMBL3471,Q7ZJM1,Human immunodeficiency virus type 1 integrase,Human immunodeficiency virus 1,Enzyme,Hydrolase
tp0777,0.95,0.91,0.99,0.9891304347826086,0.9479166666666666,0.9801,0.9028938981432688,0.8578484858665173,0.7299776827849204,6.930243924686196e-18,100,tp0777,CHEMBL3632452,Q9UDY8,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,Enzyme,Hydrolase
tp0096,0.965,0.93,1.0,1.0,0.9637305699481864,0.9981,0.932286907826487,0.6388624315342418,0.7295707128151523,7.37945650172207e-18,100,tp0096,CHEMBL253,P34972,Cannabinoid CB2 receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0140,0.97,0.94,1.0,1.0,0.9690721649484536,0.998,0.9416965821485116,0.9282520700404906,0.7285409898631847,8.646067461279789e-18,100,tp0140,CHEMBL3920;CHEMBL2093867,Q04759;Q04759,Protein kinase C theta;Protein kinase C (PKC),Homo sapiens;Homo sapiens,Enzyme;Enzyme,Kinase;Kinase
tp0392,0.99,0.98,1.0,1.0,0.98989898989899,0.9998,0.9801960588196068,0.6466770302688571,0.7284906698333528,8.713093722477105e-18,100,tp0392,CHEMBL1937,Q92769,Histone deacetylase 2,Homo sapiens,Epigenetic regulator,Eraser
tp0283,0.98,0.96,1.0,1.0,0.979591836734694,0.9984,0.9607689228305228,0.6391075603684946,0.7282236091311376,9.077351274462714e-18,100,tp0283,CHEMBL3717,P08581,Hepatocyte growth factor receptor,Homo sapiens,Enzyme,Kinase
tp0611,0.955,0.95,0.96,0.9595959595959596,0.9547738693467336,0.9942,0.9100455034127845,0.6991771571156946,0.7281320607093085,9.205589544277175e-18,100,tp0611,CHEMBL2094138;CHEMBL2743,P22612;P22612,"cAMP-dependent protein kinase (PKA);cAMP-dependent protein kinase, gamma catalytic subunit",Homo sapiens;Homo sapiens,Enzyme;Enzyme,Kinase;Kinase
tp0130,0.995,0.99,1.0,1.0,0.9949748743718592,0.999,0.9900495037128092,0.6032595332510658,0.7280736037645088,9.288392801373333e-18,100,tp0130,CHEMBL3267,P48736,PI3-kinase p110-gamma subunit,Homo sapiens,Enzyme,Transferase
tp0687,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3904131035228162,0.7270279478854651,1.0897716951942613e-17,100,tp0687,CHEMBL2569,P55157,Microsomal triglyceride transfer protein large subunit,Homo sapiens,Other cytosolic protein,
tp0239,0.995,0.99,1.0,1.0,0.9949748743718592,1.0,0.9900495037128092,0.7977619393121103,0.7262577447564261,1.2253093101897114e-17,100,tp0239,CHEMBL3759,Q9H3N8,Histamine H4 receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0738,0.99,0.98,1.0,1.0,0.98989898989899,1.0,0.9801960588196068,1.0149146707083434,0.7259139460787712,1.2909667725225456e-17,100,tp0738,CHEMBL2000,P03952,Plasma kallikrein,Homo sapiens,Enzyme,Protease
tp0459,0.985,0.99,0.98,0.9801980198019802,0.9850746268656716,0.9991,0.9700485036378032,0.7796255011110652,0.7254503234172478,1.384940521831299e-17,100,tp0459,CHEMBL4333,P21453,Sphingosine 1-phosphate receptor Edg-1,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0381,0.965,0.94,0.99,0.9894736842105264,0.964102564102564,0.9956,0.9311646842384714,0.4754896262262214,0.7243076401099305,1.6458073811088753e-17,100,tp0381,CHEMBL4805,Q99572,P2X purinoceptor 7,Homo sapiens,Ion channel,Ligand-gated ion channel
tp0382,0.98,0.97,0.99,0.9897959183673468,0.9797979797979798,0.9992,0.9601920576192068,0.955628108314514,0.7242801743771985,1.6526308347149628e-17,100,tp0382,CHEMBL1836,P35408,Prostanoid EP4 receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0273,0.98,0.96,1.0,1.0,0.979591836734694,0.9995,0.9607689228305228,0.9739068333269764,0.7237145394498743,1.7994197908580426e-17,100,tp0273,CHEMBL5251,Q06187,Tyrosine-protein kinase BTK,Homo sapiens,Enzyme,Kinase
tp0358,0.98,0.96,1.0,1.0,0.979591836734694,0.9996,0.9607689228305228,0.5947587162256818,0.7234122182862073,1.8829885374072364e-17,100,tp0358,CHEMBL2413,P32246,C-C chemokine receptor type 1,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0646,0.995,0.99,1.0,1.0,0.9949748743718592,1.0,0.9900495037128092,0.9863524218715866,0.7232937914189944,1.916741386439731e-17,100,tp0646,CHEMBL3307224,Q5L478,Nonstructural protein 5A,Hepatitis C virus,Unclassified protein,
tp0004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8609663508167454,0.7216362805178349,2.4554890916181586e-17,100,tp0004,CHEMBL1983,P28221,Serotonin 1d (5-HT1d) receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0190,0.97,0.98,0.96,0.9607843137254902,0.9702970297029704,0.9977,0.9401880564188068,0.5821428957184488,0.7215169518381286,2.499497359542818e-17,100,tp0190,CHEMBL3038498;CHEMBL2069156,Q14145;Q14145,Keap1/Nrf2;Kelch-like ECH-associated protein 1,Homo sapiens;Homo sapiens,Transcription factor;Unclassified protein,
tp0323,0.99,1.0,0.98,0.9803921568627452,0.99009900990099,0.9989,0.9801960588196068,0.8263435473739241,0.7208119621116241,2.775551025237135e-17,100,tp0323,CHEMBL4630,O14757,Serine/threonine-protein kinase Chk1,Homo sapiens,Enzyme,Kinase
tp0127,0.99,0.99,0.99,0.99,0.99,0.999,0.98,0.7464738333935851,0.7189237818029546,3.668771868318368e-17,100,tp0127,CHEMBL4722,O14965,Serine/threonine-protein kinase Aurora-A,Homo sapiens,Enzyme,Kinase
tp0056,0.995,0.99,1.0,1.0,0.9949748743718592,1.0,0.9900495037128092,0.5822219656504647,0.7182544274352158,4.0479850312535927e-17,100,tp0056,CHEMBL1822,P20839,Inosine-5'-monophosphate dehydrogenase 1,Homo sapiens,Enzyme,Oxidoreductase
tp0322,0.985,0.99,0.98,0.9801980198019802,0.9850746268656716,0.9978,0.9700485036378032,0.7747262554878247,0.7181774592220017,4.093955453789058e-17,100,tp0322,CHEMBL2725,P05364,Beta-lactamase,Enterobacter cloacae,Enzyme,Hydrolase
tp0364,0.98,0.97,0.99,0.9897959183673468,0.9797979797979798,0.9974,0.9601920576192068,0.7120569070006338,0.7180403891498109,4.1770804307728945e-17,100,tp0364,CHEMBL2094124,Q8TCU5,Glutamate [NMDA] receptor,Homo sapiens,Ion channel,Ligand-gated ion channel
tp0086,0.975,0.95,1.0,1.0,0.9743589743589745,0.999,0.9511897312113418,1.0749872758082013,0.7173723908773421,4.606199254103489e-17,100,tp0086,CHEMBL2093866;CHEMBL206,P03372;P03372,Estrogen receptor;Estrogen receptor alpha,Homo sapiens;Homo sapiens,Transcription factor;Transcription factor,Nuclear receptor;Nuclear receptor
tp0691,0.985,0.98,0.99,0.98989898989899,0.984924623115578,0.9997,0.9700485036378032,0.5687599766456605,0.7156259753381605,5.940214997130956e-17,100,tp0691,CHEMBL4792,O43614,Orexin receptor 2,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7020963299909924,0.7154543713444041,6.089918120233102e-17,100,tp0445,CHEMBL2527,O96017,Serine/threonine-protein kinase Chk2,Homo sapiens,Enzyme,Kinase
tp0501,0.995,0.99,1.0,1.0,0.9949748743718592,1.0,0.9900495037128092,0.7021465025017047,0.7143349109524044,7.160309113701428e-17,100,tp0501,CHEMBL2061;CHEMBL2363070,P19793;P19793,Retinoid X receptor alpha;Retinoid X receptor,Homo sapiens;Homo sapiens,Transcription factor;Transcription factor,Nuclear receptor;Nuclear receptor
tp0669,0.99,0.98,1.0,1.0,0.98989898989899,0.9997,0.9801960588196068,0.7565312247601453,0.7143302014904819,7.165176501482788e-17,100,tp0669,CHEMBL2508;CHEMBL2111455,Q00534;Q00534,Cyclin-dependent kinase 6;CDK6/cyclin D1,Homo sapiens;Homo sapiens,Enzyme;Enzyme|Other cytosolic protein,Kinase;Kinase
tp0378,0.975,0.95,1.0,1.0,0.9743589743589745,0.996,0.9511897312113418,0.5824467152099313,0.7140579142415843,7.452120716858837e-17,100,tp0378,CHEMBL2998,P56373,P2X purinoceptor 3,Homo sapiens,Ion channel,Ligand-gated ion channel
tp0088,0.995,0.99,1.0,1.0,0.9949748743718592,0.9996,0.9900495037128092,0.8917763626537577,0.7139974654284094,7.517319800014055e-17,100,tp0088,CHEMBL3729,P22748,Carbonic anhydrase IV,Homo sapiens,Enzyme,Lyase
tp0249,0.99,0.98,1.0,1.0,0.98989898989899,0.9995,0.9801960588196068,0.8090889064486197,0.7136925520668964,7.854724596379222e-17,100,tp0249,CHEMBL2096618;CHEMBL5146,P11274;P11274,Bcr/Abl fusion protein;Breakpoint cluster region protein,Homo sapiens;Homo sapiens,Enzyme|Other cytosolic protein;Enzyme|Other cytosolic protein,Kinase;Kinase
tp0142,0.965,0.94,0.99,0.9894736842105264,0.964102564102564,0.9844,0.9311646842384714,0.8730391884990515,0.7134366546249089,8.149192252920514e-17,100,tp0142,CHEMBL2534,O15530,3-phosphoinositide dependent protein kinase-1,Homo sapiens,Enzyme,Kinase
tp0690,0.99,0.98,1.0,1.0,0.98989898989899,0.9999,0.9801960588196068,0.6818712391140419,0.7133147408018665,8.293222158818253e-17,100,tp0690,CHEMBL5113,O43613,Orexin receptor 1,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0170,0.985,1.0,0.97,0.970873786407767,0.9852216748768472,0.9989,0.9704367948586524,0.4494983869340647,0.7104688602962012,1.245153596605948e-16,100,tp0170,CHEMBL4685,P14902,"Indoleamine 2,3-dioxygenase",Homo sapiens,Enzyme,Oxidoreductase
tp0028,0.965,0.94,0.99,0.9894736842105264,0.964102564102564,0.9936,0.9311646842384714,0.8599542287243064,0.710247690501323,1.2848454844694744e-16,100,tp0028,CHEMBL2069,P21731,Thromboxane A2 receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6066916865728151,0.7100676427462407,1.3180613978566195e-16,100,tp0014,CHEMBL1855,P30968,Gonadotropin-releasing hormone receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0234,0.975,0.95,1.0,1.0,0.9743589743589745,0.9984,0.9511897312113418,0.7577151463421273,0.7094112354875922,1.4463603367394823e-16,100,tp0234,CHEMBL2431,P31751,Serine/threonine-protein kinase AKT2,Homo sapiens,Enzyme,Kinase
tp0659,0.99,1.0,0.98,0.9803921568627452,0.99009900990099,0.9991,0.9801960588196068,0.93191237825191,0.7092884419741741,1.4716707216393238e-16,100,tp0659,CHEMBL3714079,Q9NQS5,G-protein coupled receptor 84,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0200,0.975,0.96,0.99,0.9896907216494846,0.9746192893401016,0.9968,0.9504277887790924,0.7711914034595242,0.7081485239192742,1.72808949065689e-16,100,tp0200,CHEMBL1293289,P25440,Bromodomain-containing protein 2,Homo sapiens,Epigenetic regulator,Reader
tp0253,0.99,0.98,1.0,1.0,0.98989898989899,0.9994,0.9801960588196068,0.702965870139868,0.7066635573204825,2.1278317822735194e-16,100,tp0253,CHEMBL4005,P42336,PI3-kinase p110-alpha subunit,Homo sapiens,Enzyme,Transferase
tp0861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7924341953080366,0.7065600857587965,2.1588047608063561e-16,100,tp0861,CHEMBL2111416,P18564,Integrin alpha-V/beta-6,Homo sapiens,Membrane receptor,
tp0072,0.995,1.0,0.99,0.99009900990099,0.9950248756218906,0.9996,0.9900495037128092,1.0986320705792978,0.706419373436713,2.2016279319122256e-16,100,tp0072,CHEMBL2094132;CHEMBL2096904,Q8WXA8;Q8WXA8,Serotonin 3 (5-HT3) receptor;Serotonin (5-HT) receptor,Homo sapiens;Homo sapiens,Ion channel;Ion channel|Membrane receptor,Ligand-gated ion channel;Family A G protein-coupled receptor|Ligand-gated ion channel
tp0211,0.99,0.98,1.0,1.0,0.98989898989899,0.9999,0.9801960588196068,0.9747815404948794,0.7055975302830859,2.4686944708822147e-16,100,tp0211,CHEMBL3983,P33981,Dual specificity protein kinase TTK,Homo sapiens,Enzyme,Kinase
tp0876,0.925,0.94,0.91,0.912621359223301,0.9261083743842364,0.9875,0.8503827583812932,0.3780455708082387,0.7030200927885171,3.5262110604224283e-16,100,tp0876,CHEMBL1741208,Q96P20,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,Unclassified protein,
tp0370,0.99,0.98,1.0,1.0,0.98989898989899,0.9998,0.9801960588196068,0.6009053569445232,0.7011957115654068,4.528060260509686e-16,100,tp0370,CHEMBL3764,Q9UKP6,Urotensin II receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8886921141881966,0.7010374265873908,4.626964866838938e-16,100,tp0547,CHEMBL1921666,P0A0K8,DNA gyrase subunit B,Staphylococcus aureus,Enzyme,Isomerase
tp0404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7573458920822875,0.7009429518491442,4.686992540230494e-16,100,tp0404,CHEMBL3310,Q96DB2,Histone deacetylase 11,Homo sapiens,Epigenetic regulator,Eraser
tp0021,0.985,0.97,1.0,1.0,0.9847715736040608,1.0,0.9704367948586524,0.7324089473322772,0.7000599770511741,5.285781708942107e-16,100,tp0021,CHEMBL214,P08908,Serotonin 1a (5-HT1a) receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0472,0.99,0.98,1.0,1.0,0.98989898989899,0.9994,0.9801960588196068,1.1592801948627305,0.6998254752515541,5.456883148985065e-16,100,tp0472,CHEMBL3385,P27361,MAP kinase ERK1,Homo sapiens,Enzyme,Kinase
tp0035,0.99,0.99,0.99,0.99,0.99,0.9998,0.98,0.574512150478924,0.6998009103521575,5.475114324312829e-16,100,tp0035,CHEMBL2373,P21730,C5a anaphylatoxin chemotactic receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0577,0.99,0.99,0.99,0.99,0.99,0.9997,0.98,0.8467604486027828,0.6994534092935104,5.739431572992053e-16,100,tp0577,CHEMBL3788,O00444,Serine/threonine-protein kinase PLK4,Homo sapiens,Enzyme,Kinase
tp0664,0.99,0.98,1.0,1.0,0.98989898989899,0.9998,0.9801960588196068,0.4543334798027804,0.6976766510522253,7.296332450590433e-16,100,tp0664,CHEMBL3816,P47712,Cytosolic phospholipase A2,Homo sapiens,Enzyme,
tp0450,0.99,0.99,0.99,0.99,0.99,0.9997,0.98,0.2690550257280094,0.6967909176607633,8.21834594511275e-16,100,tp0450,CHEMBL3243,P08575,Leukocyte common antigen,Homo sapiens,Enzyme,Phosphatase
tp0115,0.965,0.94,0.99,0.9894736842105264,0.964102564102564,0.9979,0.9311646842384714,0.9120342160426514,0.6955640144065088,9.684163605334437e-16,100,tp0115,CHEMBL202,P00374,Dihydrofolate reductase,Homo sapiens,Enzyme,Oxidoreductase
tp0541,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33281338633186,0.6951505232144665,1.0233021680537225e-15,100,tp0541,CHEMBL1907,P15144,Aminopeptidase N,Homo sapiens,Enzyme,Protease
tp0641,0.98,0.96,1.0,1.0,0.979591836734694,0.9989,0.9607689228305228,0.55597306415853,0.6933876522124179,1.2930823378170273e-15,100,tp0641,CHEMBL2955,O95136,Sphingosine 1-phosphate receptor Edg-5,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0180,0.975,0.95,1.0,1.0,0.9743589743589745,0.9981,0.9511897312113418,0.9555490124175796,0.692979542125491,1.3647356859710465e-15,100,tp0180,CHEMBL298,P32239,Cholecystokinin B receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0063,0.995,1.0,0.99,0.99009900990099,0.9950248756218906,1.0,0.9900495037128092,0.6141726485183672,0.6924830442012438,1.4571072529389465e-15,100,tp0063,CHEMBL3594,Q16790,Carbonic anhydrase IX,Homo sapiens,Enzyme,Lyase
tp0276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7163964770692393,0.6923580623202938,1.4812977979090477e-15,100,tp0276,CHEMBL3650,P11362,Fibroblast growth factor receptor 1,Homo sapiens,Enzyme,Kinase
